canto_coding_id,region,division,subregion,area_kingdom,culture,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
9889,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,19.58,84.68,0.46,0.62,0.54,0.88,0.77,0.54,0.88,1.0,0.31,0.54,0.85,1.0,0.23,1.0,0.69,0.85,0.77,1.0,0.08,0.31,0.77,1.0,0.54,0.85,0.42,0.69,0.08,0.69,1.0,0.54,0.08,0.54,0.35,0.54,0.77,0.54,0.31
9890,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,19.58,84.68,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.0,0.85,0.77,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,0.69,0.69,0.0,0.54,0.54,1.0,0.54,0.46,0.31,0.54,0.31,0.31
9891,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,19.58,84.68,0.92,0.92,0.85,0.77,0.54,0.54,1.0,0.54,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.23,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.85,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.54,0.31,0.31,0.31
9895,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.84,80.94,0.73,0.85,0.85,0.54,0.54,0.77,1.0,0.54,1.0,0.77,1.0,0.23,1.0,0.85,0.69,0.62,0.77,0.85,0.69,0.77,0.31,0.08,0.31,0.69,0.77,0.69,0.69,0.69,0.54,0.77,0.54,0.42,0.46,0.31,0.31,0.31,0.31
9896,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,25.26,83.0,0.77,1.0,0.85,0.77,0.54,0.54,1.0,0.31,0.77,0.54,0.46,0.23,0.46,0.85,0.85,0.77,0.77,0.85,0.08,0.77,0.54,0.08,0.54,0.69,0.77,0.69,0.69,0.69,0.54,0.54,1.0,0.77,0.46,0.31,0.54,0.77,0.54
9897,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,26.84,80.94,0.77,0.85,0.73,0.77,0.54,0.77,1.0,0.31,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.35,0.77,0.85,0.31,0.77,0.31,0.08,0.54,0.69,0.77,0.69,0.69,0.69,0.54,0.54,1.0,0.77,0.35,0.31,0.42,0.77,0.31
9898,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,26.84,80.94,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.85,0.08,0.46,0.08,0.69,0.69,0.77,0.85,0.69,0.77,0.42,0.08,0.54,0.38,0.77,0.38,1.0,0.38,0.54,0.31,0.54,0.0,0.23,0.08,0.31,0.77,0.31
9899,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.84,80.94,0.77,0.77,0.15,0.77,0.54,0.77,1.0,0.08,0.08,0.54,0.85,0.23,0.46,0.08,0.69,0.85,0.54,0.92,0.08,0.31,0.54,0.0,0.54,0.38,0.31,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.31,0.54,0.77,0.31
9900,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,26.84,80.94,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.0,0.15,0.31,0.08,0.69,0.77,0.54,0.08,0.31,0.69,0.77,0.38,0.69,0.38,0.54,0.54,0.54,0.77,0.35,0.31,0.08,0.77,0.31
9901,North,India,Gangetic Plain,"Varanasi, Uttar Pradesh",Benares,26.84,80.94,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.85,0.69,0.54,0.54,0.08,0.77,0.69,0.19,0.69,0.08,0.69,0.54,0.31,1.0,0.77,0.23,0.54,0.54,0.77,0.54
9906,North,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,32.55,76.12,0.62,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,0.54,1.0,0.23,0.08,0.08,0.85,0.08,0.31,0.38,0.31,0.77,0.42,0.08,0.31,0.38,0.77,0.08,0.08,0.38,0.08,0.54,0.54,0.31,0.46,0.54,0.77,0.42,0.77
9907,North,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,32.55,76.12,0.69,1.0,0.85,0.54,0.77,0.77,1.0,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.85,0.77,1.0,0.69,0.54,0.54,0.08,0.77,0.85,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.42,0.46,0.54,0.54,0.31,0.54
9908,North,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,32.55,76.12,0.46,0.69,0.73,0.77,0.08,0.08,0.88,0.31,0.77,0.77,0.46,0.23,0.46,0.69,0.69,0.23,0.77,0.08,0.0,0.54,0.31,0.08,0.31,0.69,0.54,0.38,0.38,0.69,0.08,0.77,0.54,0.54,0.23,0.31,0.54,0.54,0.31
9909,North,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,31.95,77.1,0.69,1.0,0.73,0.54,0.54,0.54,0.88,0.31,0.77,0.31,0.46,0.23,0.46,0.92,0.69,0.69,0.77,0.85,0.0,0.77,0.31,0.08,0.31,1.0,0.77,1.0,1.0,0.38,0.54,0.31,0.54,0.31,0.23,0.31,0.54,0.31,0.31
9910,North,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,31.95,77.1,0.46,0.85,0.85,0.54,0.77,0.77,0.88,0.54,1.0,0.31,0.85,0.23,0.46,0.69,0.69,0.46,0.77,0.62,0.31,0.54,0.31,0.08,0.54,0.69,0.42,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.46,0.31,0.54,0.54,0.08
9911,North,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,31.95,77.1,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.46,0.42,0.23,0.31,0.77,0.31,0.08,0.31,0.23,0.42,0.08,0.08,0.69,0.08,0.31,0.54,0.42,0.46,0.54,0.77,0.77,0.31
9912,North,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,31.95,77.1,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.54,1.0,0.69,0.54,0.54,0.08,0.54,0.69,0.54,0.69,0.08,0.38,0.54,0.54,1.0,0.54,0.23,0.31,0.54,0.77,0.31
9914,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.44,80.33,0.46,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.31,0.69,0.23,0.08,0.08,0.69,0.46,0.42,0.23,0.31,0.77,0.54,0.08,0.54,0.69,0.0,0.0,0.0,0.38,0.08,0.31,1.0,0.77,0.35,0.42,0.42,0.54,0.31
9915,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.33,79.64,0.77,1.0,0.85,0.54,0.54,0.54,1.0,0.77,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.62,0.42,0.85,0.08,0.54,0.42,0.08,0.54,0.69,0.54,0.69,0.69,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.54,0.54,0.54
9916,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.24,81.25,0.46,0.92,0.85,0.54,0.54,0.54,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.85,0.77,1.0,0.31,0.54,0.54,0.08,1.0,0.85,0.54,1.0,1.0,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.31,0.54,0.54
9918,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,25.31,82.97,0.85,0.15,0.85,0.54,0.54,0.54,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.38,0.77,0.62,0.31,0.54,0.54,0.08,0.31,0.85,0.54,0.69,1.0,0.38,0.08,0.77,1.0,0.42,0.23,0.08,0.31,0.54,0.54
9919,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,26.95,80.21,0.85,0.23,0.85,0.77,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.85,0.77,0.54,0.85,0.08,0.54,0.54,0.08,0.77,0.85,0.77,0.69,0.69,0.69,0.54,0.77,1.0,0.42,0.35,0.31,0.31,0.54,0.54
9920,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,25.31,82.97,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.85,0.08,0.85,0.08,0.0,0.15,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.85,0.54,0.69,0.69,0.69,0.54,0.31,0.0,0.42,0.23,0.31,0.31,0.54,0.54
3847,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,21.14,79.08,0.46,0.15,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.69,0.69,0.62,1.0,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,1.0,0.77,1.0,0.42,0.46,0.54,0.54,0.54,0.54
3848,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,21.9,83.4,0.46,0.62,0.38,1.0,0.54,0.54,1.0,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.92,0.54,0.85,0.08,0.31,0.54,0.46,0.54,0.77,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.54,0.31,0.54,0.54
3849,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,21.14,79.08,0.38,0.23,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.31,0.46,0.23,0.46,0.85,0.69,0.46,0.54,0.38,0.31,0.77,0.54,0.08,0.77,0.69,0.42,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.62,0.31,0.54,0.77,0.54
9921,North,India,N W India,Rajasthan,Rajasthan,27.02,74.21,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.31,0.31,0.62,0.31,0.77,0.31,0.08,0.31,0.38,0.54,0.08,0.08,0.38,0.08,0.31,0.08,0.31,0.46,0.08,0.54,0.31,0.54
9922,North,India,N W India,Rajasthan,Rajasthan,27.02,74.21,0.46,0.77,0.54,0.77,0.54,0.31,1.0,0.77,0.77,0.31,0.85,0.38,0.85,0.38,0.69,0.31,0.31,0.38,0.08,0.54,0.31,0.08,0.08,0.85,0.77,0.69,1.0,0.08,0.08,0.31,0.08,0.42,0.23,0.08,0.31,0.31,0.54
9923,North,India,N W India,Rajasthan,Rajasthan,27.02,74.21,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.92,0.08,0.92,0.08,0.69,0.15,0.42,0.08,0.31,0.77,0.31,0.08,0.31,0.38,0.54,0.69,0.69,0.38,0.08,0.31,0.54,0.42,0.23,0.31,0.31,0.31,0.31
9924,North,India,N W India,Rajasthan,Rajasthan,27.02,74.21,0.15,0.77,0.54,0.31,0.08,0.08,1.0,0.77,0.77,0.31,1.0,0.0,1.0,0.31,0.85,0.15,0.77,0.08,0.31,0.54,0.31,0.08,0.08,0.23,0.77,0.08,1.0,0.08,0.08,0.31,0.08,0.42,0.23,0.31,0.54,0.31,0.31
9925,North,India,N W India,Rajasthan,Rajasthan,27.02,74.21,0.92,0.15,0.85,0.77,0.31,0.54,1.0,0.54,0.77,0.77,0.23,0.23,0.46,0.69,0.69,0.62,0.77,0.85,0.31,0.31,0.31,0.08,0.54,0.69,0.54,1.0,1.0,0.38,0.54,0.77,0.54,0.54,0.46,0.54,0.31,0.31,0.54
9902,North,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Gilgit-Baltistan,Burusho,36,76.0,0.15,0.38,0.62,0.31,0.08,0.08,1.0,0.54,0.77,1.0,0.69,0.08,0.69,0.46,0.69,0.23,0.77,0.38,0.69,0.54,0.42,0.08,0.54,0.85,0.77,1.0,1.0,0.69,0.54,1.0,0.08,0.54,0.46,0.54,0.54,0.31,0.77
9903,North,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Gilgit-Baltistan,Burusho,36,76.0,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,0.69,0.08,0.69,0.08,0.85,0.15,0.88,0.08,0.31,0.54,0.42,0.08,0.31,0.69,0.54,1.0,1.0,1.0,0.54,0.54,0.54,0.54,0.46,0.54,0.31,0.31,0.31
9904,North,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Gilgit-Baltistan/ Khyber Pakhtunkhwa,Shina,36,76.0,0.15,0.46,0.92,0.31,0.08,0.08,1.0,0.54,1.0,0.54,0.85,0.08,0.92,0.85,0.69,0.69,0.77,0.85,0.31,0.31,0.31,0.08,0.54,0.85,0.54,0.38,0.38,0.69,0.54,0.54,0.08,0.54,0.46,0.54,0.54,0.54,0.77
9905,North,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Gilgit-Baltistan,Burusho,36,76.0,0.15,0.77,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,1.0,0.08,1.0,0.08,0.85,0.77,0.54,0.85,0.08,0.54,0.31,0.08,0.31,0.38,0.42,0.08,0.08,0.69,0.08,0.54,0.08,0.54,0.23,0.54,0.31,0.42,0.77
3790,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",21.77,84.36,0.46,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.38,0.77,0.38,0.31,0.77,1.0,0.08,0.0,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.77,0.62,0.0,0.0,0.54,0.77
3791,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",21.77,84.36,0.46,0.08,0.08,1.0,0.0,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.77,0.77,0.46,0.77,0.69,0.77,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.62,0.54,0.42,0.77,0.31
3792,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",21.77,84.36,0.54,0.08,0.08,0.65,0.31,0.54,0.08,0.08,0.08,0.77,0.85,0.38,0.08,0.08,0.69,0.69,0.65,0.85,0.08,0.54,0.31,0.46,0.54,0.69,0.42,0.38,1.0,0.38,0.54,0.08,1.0,0.77,0.54,0.42,0.54,0.54,0.54
3793,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",18.56,82.97,0.38,0.08,0.08,0.77,0.77,0.54,0.08,0.08,0.08,0.31,0.85,0.31,0.08,0.08,0.69,0.92,0.88,0.85,0.69,0.77,1.0,0.08,0.54,0.85,0.31,0.69,1.0,0.38,0.54,0.31,1.0,0.77,0.77,0.77,0.77,0.77,0.54
3794,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",18.56,82.97,0.38,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.92,0.77,0.85,0.85,0.54,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.54,0.54,0.54,0.62,0.77,0.77,0.77,0.54
3795,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",18.56,82.97,0.38,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.31,0.08,0.08,0.69,0.85,0.77,1.0,0.08,1.0,0.54,0.46,0.54,0.85,0.77,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.31,0.42,0.77,0.54
3796,North,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,"Gadaba, Bhumij",18.56,82.97,0.38,0.15,0.38,1.0,0.77,0.54,0.54,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.46,0.77,0.62,0.31,0.54,0.54,0.46,0.54,0.85,0.54,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.54
3785,North,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.38,0.08,0.08,0.77,0.77,0.77,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.85,0.31,1.0,0.31,0.54,0.77,0.08,0.77,0.69,0.54,0.69,1.0,0.38,1.0,0.31,0.54,0.54,0.62,0.54,0.54,0.54,0.54
3786,North,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.38,0.08,0.08,0.77,0.0,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.42,0.85,0.08,0.54,0.54,0.08,0.77,0.69,0.54,0.69,1.0,0.38,1.0,0.54,0.0,0.77,0.62,0.0,0.0,0.42,0.54
3787,North,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.46,0.08,0.08,0.54,0.0,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.92,0.54,1.0,0.08,0.31,0.54,0.08,0.77,0.69,0.54,1.0,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.54
3788,North,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,14.51,78.36,0.38,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.77,0.85,0.23,0.08,0.08,0.69,0.85,0.54,0.85,0.08,1.0,0.54,0.08,0.77,0.69,0.42,1.0,1.0,0.38,0.54,0.77,1.0,1.0,0.62,0.31,0.54,0.77,0.77
3789,North,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,14.51,78.36,0.77,0.08,0.08,0.54,0.31,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.38,0.77,0.38,0.08,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.77,0.46,0.31,0.31,0.77,0.77
3799,North,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.15,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.77,0.85,0.08,0.54,0.31,0.46,0.77,0.85,0.54,1.0,1.0,0.38,0.54,0.54,1.0,0.42,0.62,0.54,0.77,0.54,0.54
3800,North,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,14.51,78.36,0.38,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.31,0.85,0.38,0.08,0.08,0.69,0.77,0.77,0.85,0.31,0.77,0.54,0.08,0.54,0.69,0.54,0.38,1.0,0.38,0.54,0.31,1.0,0.54,0.0,0.31,0.31,0.54,0.77
3801,North,India,C India/ Central Tribal Area,Chhattisgarh,Dorla,24.61,80.48,0.46,0.08,0.08,1.0,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.92,0.54,0.23,0.69,0.31,0.54,0.46,0.77,0.85,0.77,0.69,1.0,0.38,1.0,0.54,1.0,0.31,0.62,0.54,0.77,0.77,0.77
756,North,India,C India/ Central Tribal Area,Malwa,C Indian Folk,22.97,78.65,0.46,0.38,0.46,0.54,0.31,0.54,0.77,0.31,0.54,0.08,0.69,0.23,0.69,0.69,0.08,0.15,0.77,0.08,0.85,0.54,0.31,0.08,0.08,0.85,0.54,1.0,1.0,0.38,1.0,0.08,1.0,0.31,0.08,0.08,0.54,0.54,0.77
758,South,India,E C India/ E Central Tribal Area,Andhra Pradesh,Andhra Pradesh,15.91,79.74,0.15,0.62,0.62,0.31,0.08,0.08,1.0,1.0,1.0,0.08,0.46,0.08,0.46,0.69,0.69,0.77,0.54,1.0,0.08,0.31,0.31,0.08,0.08,0.69,0.31,0.69,0.69,0.08,0.08,0.08,1.0,0.54,0.46,0.08,0.31,0.54,0.31
759,South,India,Dravidian Deccan,Tamil Nadu,Madras,13.08,80.27,0.62,0.62,0.62,0.54,0.54,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.69,0.69,0.69,0.92,0.31,1.0,0.08,0.31,0.31,0.08,0.54,0.85,0.54,1.0,1.0,0.69,1.0,0.54,0.54,0.54,0.23,0.31,0.31,0.54,0.31
760,South,India,Dravidian Deccan,Tamil Nadu,Madras,13.08,80.27,0.15,0.62,0.54,0.31,0.08,0.08,1.0,1.0,0.77,0.08,0.85,0.08,0.69,0.69,0.38,0.31,0.31,0.38,0.08,0.77,0.31,0.08,0.08,0.69,0.31,0.08,0.08,0.69,0.08,0.08,1.0,0.54,0.46,0.31,0.77,0.54,0.31
844,South,India,C India/ Central Tribal Area,Maharashtra,"Toda, Gond",21.14,79.08,0.69,0.23,0.46,0.54,0.54,0.77,0.54,0.54,1.0,0.54,0.85,0.23,0.46,0.54,0.08,0.92,0.54,1.0,0.08,0.31,0.77,0.08,1.0,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.42,0.54,0.31
845,South,India,Western Ghats,Nilgiri Mtns,"Toda, Gond",21.14,79.08,0.69,0.23,0.38,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.35,0.85,0.69,0.92,0.54,0.85,0.08,0.54,0.77,0.08,0.77,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.54,0.54,0.31
846,South,India,C India/ Central Tribal Area,Maharashtra,"Toda, Gond",21.14,79.08,0.46,0.23,0.46,0.54,0.77,0.77,0.54,0.54,1.0,0.54,0.46,0.23,0.46,0.54,0.69,0.92,0.54,1.0,0.08,0.31,0.77,0.08,0.77,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.54,0.42,0.54,0.31
847,South,India,C India/ Central Tribal Area,Maharashtra,"Toda, Gond",21.14,79.08,0.69,0.23,0.46,0.54,0.77,0.77,0.54,0.54,0.77,0.54,0.46,0.23,0.46,0.54,0.69,0.46,0.54,0.69,0.31,0.31,0.54,0.08,1.0,0.69,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.42,0.54,0.31
848,South,India,C India/ Central Tribal Area,Maharashtra,"Toda, Gond",21.14,79.08,0.69,0.23,0.38,0.54,0.77,0.77,0.54,0.54,1.0,0.54,0.85,0.23,0.35,0.54,0.69,0.85,0.31,0.85,0.08,0.31,0.54,0.08,0.77,0.69,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.46,0.54,0.54,0.54,0.31
849,South,India,C India/ Central Tribal Area,Maharashtra,"Toda, Gond",21.14,79.08,0.69,0.23,0.38,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.35,0.85,0.69,0.92,0.54,0.85,0.08,0.54,0.54,0.08,0.77,0.77,0.77,1.0,1.0,1.0,0.54,0.54,1.0,0.54,0.35,0.42,0.54,0.54,0.31
850,South,India,C India/ Central Tribal Area,Maharashtra,"Toda, Gond",21.14,79.08,0.69,0.23,0.46,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.85,0.23,0.35,0.85,0.69,0.23,0.54,0.62,0.08,0.54,0.54,0.08,0.54,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.42,0.54,0.31
851,South,India,C India/ Central Tribal Area,Maharashtra,"Toda, Gond",21.14,79.08,0.69,0.23,0.46,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.85,0.23,0.35,0.85,0.69,0.38,0.54,0.62,0.08,0.54,0.54,0.08,0.54,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.42,0.54,0.31
852,South,India,C India/ Central Tribal Area,Maharashtra,"Toda, Gond",21.14,79.08,0.69,0.23,0.69,0.54,0.54,0.77,1.0,0.77,1.0,0.54,0.85,0.23,0.35,0.85,0.69,0.69,0.31,0.08,0.31,0.31,0.54,0.08,0.77,0.69,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.42,0.54,0.31
972,South,India,Dravidian Deccan,N E Sri Lanka/ Tamil Nadu,Madras,13.08,80.27,0.31,0.15,0.38,0.31,0.08,0.08,0.54,0.54,1.0,0.08,0.85,0.08,0.46,0.69,0.69,0.69,0.31,1.0,0.69,0.54,0.31,0.08,0.31,0.85,0.77,1.0,1.0,0.69,0.54,0.08,1.0,0.42,0.23,0.31,0.31,0.54,0.31
973,South,India,Dravidian Deccan,N E Sri Lanka/ Tamil Nadu,Madras,13.08,80.27,0.62,0.62,0.38,0.42,0.54,0.54,1.0,0.54,1.0,0.08,0.46,0.23,0.46,0.69,0.69,0.23,0.31,0.08,0.08,0.77,0.31,0.08,0.31,0.85,0.77,1.0,1.0,0.69,0.54,0.08,1.0,0.42,0.35,0.31,0.31,0.54,0.31
974,South,India,Dravidian Deccan,Tamil Nadu,Madras,13.08,80.27,0.54,0.62,0.46,0.77,0.77,0.31,0.54,1.0,0.08,0.08,1.0,0.38,0.08,0.08,0.69,0.08,0.08,0.08,0.69,0.77,0.31,0.08,0.08,0.08,0.31,0.08,1.0,0.38,0.08,0.08,1.0,0.77,0.35,0.08,0.54,0.77,0.31
1843,South,India,Western Ghats,Kerala,Kerala,8.52,76.93,0.69,0.23,0.38,0.54,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.23,0.54,0.08,0.31,0.31,0.31,0.08,0.54,0.69,0.77,1.0,1.0,0.69,0.54,0.54,0.54,0.31,0.23,0.31,0.54,0.31,0.54
1844,South,India,Western Ghats,Kerala,Kerala,8.52,76.93,0.46,0.23,0.46,0.54,0.54,0.77,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.23,0.54,0.08,0.31,0.77,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.38,0.54,0.54,0.54,0.77,0.23,0.31,0.54,0.54,0.54
1845,South,India,Western Ghats,Kerala,Kerala,10.85,76.27,0.46,0.23,0.46,0.54,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.23,0.31,0.08,0.08,0.54,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.77
1846,South,India,Western Ghats,Kerala,Kerala,10.85,76.27,0.77,0.69,0.62,0.77,0.54,0.31,0.54,0.77,0.31,0.31,1.0,0.38,0.92,0.38,0.69,0.08,0.08,0.08,0.85,0.77,0.31,0.08,0.08,0.38,0.54,0.08,0.08,0.38,0.54,0.31,0.08,0.77,0.23,0.31,0.31,0.54,0.08
